0	36,7769	44,1056	45,4453
1	35,9606	40,7672	41,8199
2	36,2162	41,3069	42,6390
3	35,9700	40,5471	41,8801
4	37,1940	43,4836	44,8530
5	36,1753	40,4275	41,9474
6	36,3124	40,9927	42,5548
7	35,9388	40,5081	42,3142
8	37,2636	42,9482	44,5710
9	36,0897	40,4348	42,1104
10	36,5700	40,9030	42,4413
11	36,2467	40,1952	41,9971
12	37,5705	42,6012	44,3122
13	36,4895	40,3051	42,0599
14	36,9382	41,0061	42,4863
15	36,9894	40,4391	42,0587
16	38,5396	43,1819	44,7055
17	37,7512	40,8714	42,2161
18	38,3476	41,4996	42,9386
19	38,2702	40,9072	42,3422
20	39,4376	43,5375	45,1421
21	38,0025	41,0261	42,5930
22	38,3876	41,3999	42,7911
23	37,6911	41,1292	42,3177
24	39,1077	43,1311	44,5814
25	38,2609	41,0682	42,2054
26	38,8474	41,6445	42,7777
27	38,5363	41,5245	42,7025
28	39,5168	43,4895	44,8924
29	38,1139	41,3701	42,7619
30	38,4113	41,7622	42,9107
31	38,1259	41,5173	42,6595
32	39,0812	43,8495	45,0079
33	37,8940	41,5648	42,8710
34	37,9936	42,0156	43,0525
35	38,0134	41,6583	43,2517
36	39,3259	43,5472	45,1347
37	38,1042	41,8799	43,3065
38	37,8995	42,1199	43,6743
39	37,5130	42,0101	43,3165
40	37,9741	43,7413	45,3975
41	37,2129	42,2864	43,8342
42	38,0690	42,4213	44,2006
43	37,2340	42,2039	44,0623
44	37,8951	43,6428	45,6693
45	37,2455	42,3838	44,7020
46	36,8413	42,3853	45,1225
47	36,9387	42,4504	44,8898
48	37,5570	43,6878	46,1218
49	37,1906	42,2250	44,5551

2015,8848	37,6006	41,9221	43,4840

