0	36,4360	45,0268	49,0592
1	36,0881	44,3595	47,1806
2	36,0396	43,4947	46,3434
3	36,3440	43,6979	46,2600
4	35,7667	42,4061	45,3057
5	36,3676	43,3874	46,0688
6	36,5121	43,2220	45,8197
7	36,5272	43,2914	45,9330
8	36,1341	42,0686	44,6362
9	36,2896	43,2180	45,8566
10	36,0222	42,6927	45,5798
11	36,2143	43,4349	45,9891
12	36,0004	42,2318	44,7225
13	36,0878	43,1531	45,7381
14	35,9163	42,6230	45,4025
15	35,6259	42,8908	45,5492
16	35,7670	41,8116	44,3140
17	35,6393	42,7307	45,3574
18	36,0966	42,5743	45,2703
19	36,0902	42,6823	45,5389
20	35,8701	41,7760	44,2586
21	36,0377	42,8619	45,6131
22	36,2086	42,4817	45,1702
23	36,6645	43,0878	45,5847
24	36,4094	41,6730	44,0540
25	37,0976	42,8434	45,5557
26	36,9343	42,4582	45,2900
27	37,3277	43,0971	45,5675
28	36,6463	41,6741	44,0547
29	37,2511	42,7678	45,2828
30	37,0181	42,3264	45,0490
31	36,6182	42,4714	45,3293
32	36,4528	41,3652	43,7248
33	36,6759	42,3630	45,2810
34	36,5196	42,2387	45,0618
35	36,1910	42,2255	44,9622
36	36,1686	41,3307	43,9194
37	36,1762	42,4359	45,1195
38	36,4741	42,4517	45,1915
39	36,7884	42,5041	45,3296
40	36,5861	41,6783	44,1871
41	36,9049	42,4119	45,4319
42	36,9722	42,4513	45,2935
43	36,9078	42,3599	45,4050
44	36,5003	41,3443	43,9984
45	36,9898	42,5702	45,5098
46	36,3948	42,4725	45,4165
47	35,8235	42,5717	45,4642
48	36,0635	41,9651	44,4454
49	36,3213	42,7676	45,6087
50	36,5307	42,4141	45,4292
51	36,4557	42,3869	45,3104
52	36,2097	41,2499	43,8902
53	36,7468	42,4295	45,2454
54	37,0111	42,1332	45,1328
55	36,7929	42,3692	45,2106
56	36,2727	41,3832	43,8578
57	36,6459	42,2503	45,1748
58	36,8658	42,0673	45,0583
59	36,7803	42,2270	45,2603
60	36,2423	41,2677	43,8129
61	36,3113	42,1122	45,2710
62	36,4974	42,1572	45,2786
63	36,2923	42,3189	45,2266
64	36,2238	41,3477	43,9822
65	36,5338	42,0386	45,0154
66	36,4979	41,9660	45,0964
67	36,3060	41,9611	45,1434
68	36,1869	41,5623	44,1399
69	36,5665	42,0551	45,2626
70	36,5826	41,8420	45,1610
71	36,3970	42,0392	45,0735
72	36,1633	41,6098	44,0549
73	36,3440	42,1072	45,2864
74	36,3384	41,9154	45,3094
75	35,9242	42,2276	45,3623
76	36,0700	42,1042	44,5323
77	36,6388	42,5651	45,7111
78	36,5911	42,1955	45,2804
79	36,3301	42,2376	45,4504
80	35,9998	41,7083	44,0856
81	36,4160	42,2939	45,5583
82	36,4560	41,9457	45,3197
83	36,5388	42,1270	45,5882
84	36,3453	41,7492	44,0020
85	36,4238	42,0860	45,3997
86	36,4643	42,1799	45,2876
87	36,6202	41,9883	45,2898
88	36,2864	41,4206	43,9807
89	36,7714	42,1053	45,3674
90	36,7832	41,9186	45,3622
91	36,6020	41,9004	45,3800
92	36,4123	41,5604	44,1068
93	36,6938	42,1360	45,3679
94	36,6313	41,9921	45,2335
95	36,2453	41,7905	44,9981
96	36,1961	41,4620	44,0928
97	36,3392	41,8099	44,9501
98	36,2133	41,9153	44,9324
99	35,9982	41,3875	44,5862

2850,2832	36,4074	42,2804	45,1399

