0	42,6247	46,3403	47,7487
1	38,0420	41,0045	42,2252
2	38,0699	41,0298	41,8788
3	37,2175	40,2901	41,8215
4	38,7187	41,8135	43,0066
5	37,6109	40,3107	41,8144
6	37,9752	40,8141	42,4347
7	37,7608	40,6281	42,5291
8	42,2965	45,8064	47,2994
9	37,9394	40,4406	42,4863
10	38,3516	40,8009	42,3329
11	37,4640	40,3992	41,9463
12	38,7104	41,8130	43,2870
13	37,5214	40,4319	42,0661
14	37,9466	40,6216	42,3953
15	38,0004	40,7751	42,4449
16	42,8554	45,8804	47,3450
17	38,8228	40,9780	42,7752
18	38,9754	41,1923	42,4505
19	38,6252	40,6034	42,1228
20	39,8946	42,0667	43,5034
21	38,3238	40,7684	42,2123
22	39,1885	41,2264	42,6188
23	39,0619	41,5214	42,5809
24	42,8650	45,8919	47,3194
25	39,2896	41,3768	42,9289
26	39,4938	41,6608	42,9067
27	39,3285	41,2983	42,4909
28	40,2793	42,3126	43,7365
29	38,8671	41,1655	42,5325
30	39,6646	41,4681	42,8425
31	39,6660	41,5836	43,1491
32	43,1087	46,0048	47,4743
33	39,6844	41,6206	43,3687
34	39,8337	41,4599	42,9411
35	39,2202	41,4360	43,0321
36	40,4295	42,4088	44,0602
37	39,5997	41,5347	43,2659
38	39,8352	41,8935	43,8367
39	39,3113	42,0806	43,7427
40	42,5390	45,9625	47,5582
41	39,2596	41,7757	44,0773
42	39,9184	42,1577	44,0928
43	38,9836	41,9021	43,8484
44	40,2659	42,9575	44,9538
45	38,9129	41,8655	44,1627
46	39,0074	42,3110	44,7394
47	39,1480	42,4199	45,1178
48	41,8798	45,7460	47,3879
49	39,3572	41,6181	44,4585

1206,5424	39,4349	42,0294	43,6670

