0	38,6209	45,1009	46,9915
1	37,7470	41,8935	44,1156
2	38,1538	42,1829	44,2133
3	37,8063	41,9166	44,0860
4	39,2980	44,5531	46,1598
5	37,9700	41,7848	44,0594
6	38,2811	42,0903	44,0047
7	37,6693	41,8010	44,0165
8	39,1561	44,1559	45,7565
9	37,9688	41,7855	43,9739
10	38,0099	41,9336	43,9359
11	37,7699	41,4815	43,7889
12	39,6311	43,9392	45,7053
13	38,4839	41,5094	43,9362
14	39,0931	41,8892	43,8764
15	38,4553	41,5681	43,9005
16	39,6553	43,9276	45,6839
17	38,0134	41,2745	44,0908
18	38,1676	41,6315	44,1015
19	37,7664	41,1183	43,9697
20	39,6216	44,0363	45,8376
21	38,3524	41,4302	43,8608
22	38,7050	41,7222	44,2029
23	37,8754	41,5105	44,0829
24	39,3142	43,8507	45,7910
25	37,9229	41,5627	44,1620
26	38,6898	41,9363	44,1415
27	38,4860	41,2396	43,7370
28	39,6024	43,7425	45,6000
29	38,2954	41,1925	43,6611
30	38,4371	41,6020	43,8429
31	38,0598	41,3783	43,8638
32	39,6117	44,0156	45,6199
33	38,3874	41,3444	43,8474
34	38,5799	41,7015	44,0863
35	38,3489	41,2580	43,8304
36	39,5228	44,0701	45,7389
37	37,9879	41,3679	43,9518
38	38,1173	41,7239	44,3025
39	38,1260	41,2278	44,1250
40	39,4578	44,0204	45,9096
41	38,0964	41,3047	44,2635
42	38,4816	41,7394	44,2400
43	38,0789	41,2326	44,0032
44	39,7331	43,8476	45,6836
45	38,5359	41,1703	44,0476
46	38,5894	41,6595	44,1971
47	38,2496	41,1600	43,7521
48	39,5592	43,9624	45,9537
49	37,8739	41,0380	43,6837

1142,5200	38,5283	42,2117	44,4877

