0	38,4578	45,1324	46,4769
1	37,3720	41,8898	43,1489
2	37,7463	42,1865	43,5402
3	37,4204	41,4273	43,1760
4	38,9198	44,5191	45,9900
5	37,5625	41,4535	43,2475
6	37,7573	41,9188	43,8456
7	37,3209	41,3628	43,3365
8	38,9029	44,1171	45,8003
9	37,4224	41,1346	43,1611
10	38,0588	41,7572	43,5013
11	37,5472	41,2901	43,2116
12	39,2759	43,8104	45,5984
13	37,8761	41,4002	43,1477
14	38,1871	41,8120	43,5793
15	38,2691	41,7204	43,5033
16	40,0261	44,3907	46,0627
17	39,1075	41,9899	43,7490
18	39,5989	42,6490	43,9660
19	39,4769	42,0593	43,3259
20	40,9567	45,0032	46,7221
21	39,3547	42,0963	43,5720
22	39,7931	42,5386	43,9130
23	39,0245	42,2335	43,8172
24	40,7364	44,6102	46,1654
25	39,6385	42,3676	43,7431
26	40,1643	42,8578	44,0190
27	39,8603	42,6253	43,6384
28	41,0460	44,6337	46,1521
29	39,4702	42,5941	44,0078
30	39,8966	42,8046	43,9714
31	39,5049	42,6121	44,0096
32	40,6363	44,8434	46,4572
33	39,1809	42,4481	44,0729
34	39,3775	42,7844	44,2561
35	39,3246	42,6348	44,3974
36	40,9520	44,4879	46,2981
37	39,5558	42,7536	44,5523
38	39,3314	43,0273	44,7881
39	38,9218	42,5725	44,4239
40	39,5923	44,7020	46,8396
41	38,6718	42,7249	44,7941
42	39,6365	43,1421	45,4047
43	38,7081	42,9793	45,1619
44	39,5793	44,7169	46,9208
45	38,6690	42,8292	45,4656
46	38,1818	43,1622	45,9589
47	38,3109	43,0222	45,6130
48	39,2273	44,7258	47,0253
49	38,6264	42,6730	45,6397

1303,8336	39,0447	42,9046	44,6634

