0	38,3830	44,6943	46,6259
1	37,4862	41,8909	43,6491
2	37,9779	42,1848	44,1014
3	37,5972	41,6040	43,6476
4	39,0864	44,2912	45,8080
5	37,6849	41,7496	43,7573
6	38,1141	42,1815	44,0377
7	37,4090	41,6303	43,6868
8	38,9448	44,0070	45,4928
9	37,7855	41,6969	43,5942
10	37,8802	42,0484	43,6379
11	37,6121	41,4834	43,4397
12	39,4403	43,9479	45,3856
13	38,2734	41,4994	43,6355
14	38,9226	42,0698	43,6771
15	38,2786	41,4859	43,6195
16	39,4183	43,8083	45,5578
17	37,8116	41,2927	43,8109
18	37,9504	41,9265	44,0582
19	37,5933	41,2221	43,5890
20	39,4355	43,7245	45,5498
21	38,1181	41,4569	43,6339
22	38,4951	42,0243	44,0309
23	37,6015	41,5455	43,7704
24	39,0501	43,7942	45,6707
25	37,6942	41,4398	43,6284
26	38,5638	42,0038	43,9907
27	38,3008	41,2953	43,3898
28	39,4000	43,7113	45,2220
29	38,0797	41,2210	43,5479
30	38,2385	41,8428	43,9087
31	37,7715	41,1185	43,3920
32	39,3690	43,7267	45,3879
33	38,1473	41,2283	43,5235
34	38,3764	41,8549	44,0103
35	38,1573	41,1708	43,5254
36	39,3066	43,8608	45,5553
37	37,8726	41,2943	43,8292
38	37,9782	41,9680	44,1925
39	37,9645	41,2337	43,6896
40	39,2347	43,8628	45,4745
41	37,9485	41,5452	43,8424
42	38,3158	42,0726	44,2106
43	37,8814	41,3444	43,7271
44	39,5558	43,7207	45,3378
45	38,3293	41,3036	43,6450
46	38,4324	41,9736	44,1383
47	38,0362	41,1495	43,5177
48	39,3420	43,8169	45,6067
49	37,7342	40,8219	43,4165

2199,6096	38,3276	42,1968	44,2236

